"Profile","Id","Path","Slice Name","Alias(s)","Label","Min","Max","Must Support?","Is Modifier?","Is Summary?","Type(s)","Short","Definition","Comments","Requirements","Default Value","Meaning When Missing","Fixed Value","Pattern","Example","Minimum Value","Maximum Value","Maximum Length","Binding Strength","Binding Description","Binding Value Set","Code","Slicing Discriminator","Slicing Description","Slicing Ordered","Slicing Rules","Base Path","Base Min","Base Max","Condition(s)","Constraint(s)"
"mADX-MeasureReport","MeasureReport.group.code.text","MeasureReport.group.code.text","","","",0,1,"","","Y","string {[]} {[]}
","Plain text representation of the concept","A human language representation of the concept as seen/selected/uttered by the user who entered the data and/or which represents the intended meaning of the user.","Very often the text is the same as a displayName of one of the codings.","The codes from the terminologies do not always capture the correct meaning with all the nuances of the human using them, or sometimes there is no appropriate code at all. In these cases, the text is used to capture the full meaning of the source.","","","","","","","",,,,,"",,,,"CodeableConcept.text",0,1,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"mADX-MeasureReport","MeasureReport.group.population","MeasureReport.group.population","","","",1,*,"","","","BackboneElement {[]} {[]}
","The populations in the group","The populations that make up the population group, one for each type of population appropriate for the measure.","","","","","","","","","",,,,,"",,,,"MeasureReport.group.population",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"mADX-MeasureReport","MeasureReport.group.population.id","MeasureReport.group.population.id","","","",0,1,"","","","string {[]} {[]}
","Unique id for inter-element referencing","Unique id for the element within a resource (for internal references). This may be any string value that does not contain spaces.","","","","","","","","","",,,,,"",,,,"Element.id",0,1,"",""
"mADX-MeasureReport","MeasureReport.group.population.extension","MeasureReport.group.population.extension","","extensions
user content","",0,*,"","","","Extension {[]} {[]}
","Additional content defined by implementations","May be used to represent additional information that is not part of the basic definition of the element. To make the use of extensions safe and manageable, there is a strict set of governance  applied to the definition and use of extensions. Though any implementer can define an extension, there is a set of requirements that SHALL be met as part of the definition of the extension.","There can be no stigma associated with the use of extensions by any application, project, or standard - regardless of the institution or jurisdiction that uses or defines the extensions.  The use of extensions is what allows the FHIR specification to retain a core level of simplicity for everyone.","","","","","","","","",,,,,"",,,,"Element.extension",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
ext-1:Must have either extensions or value[x], not both {extension.exists() != value.exists()}"
"mADX-MeasureReport","MeasureReport.group.population.modifierExtension","MeasureReport.group.population.modifierExtension","","extensions
user contentmodifiers","",0,*,"","Y","Y","Extension {[]} {[]}
","Extensions that cannot be ignored even if unrecognized","May be used to represent additional information that is not part of the basic definition of the element and that modifies the understanding of the element in which it is contained and/or the understanding of the containing element's descendants. Usually modifier elements provide negation or qualification. To make the use of extensions safe and manageable, there is a strict set of governance applied to the definition and use of extensions. Though any implementer can define an extension, there is a set of requirements that SHALL be met as part of the definition of the extension. Applications processing a resource are required to check for modifier extensions.

Modifier extensions SHALL NOT change the meaning of any elements on Resource or DomainResource (including cannot change the meaning of modifierExtension itself).","There can be no stigma associated with the use of extensions by any application, project, or standard - regardless of the institution or jurisdiction that uses or defines the extensions.  The use of extensions is what allows the FHIR specification to retain a core level of simplicity for everyone.","Modifier extensions allow for extensions that *cannot* be safely ignored to be clearly distinguished from the vast majority of extensions which can be safely ignored.  This promotes interoperability by eliminating the need for implementers to prohibit the presence of extensions. For further information, see the [definition of modifier extensions](http://hl7.org/fhir/R4/extensibility.html#modifierExtension).","","","","","","","",,,,,"",,,,"BackboneElement.modifierExtension",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
ext-1:Must have either extensions or value[x], not both {extension.exists() != value.exists()}"
"mADX-MeasureReport","MeasureReport.group.population.code","MeasureReport.group.population.code","","","",1,1,"","","Y","CodeableConcept {[]} {[]}
","initial-population | numerator | numerator-exclusion | denominator | denominator-exclusion | denominator-exception | measure-population | measure-population-exclusion | measure-observation","The type of the population.","","","","","","","","","",,"extensible","The type of population (e.g. initial, numerator, denominator, etc.).","http://hl7.org/fhir/ValueSet/measure-population","",,,,"MeasureReport.group.population.code",0,1,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"mADX-MeasureReport","MeasureReport.group.population.count","MeasureReport.group.population.count","","","",1,1,"","","","integer {[]} {[]}
","Size of the population","The number of members of the population.","","","","","","","","","",,,,,"",,,,"MeasureReport.group.population.count",0,1,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"mADX-MeasureReport","MeasureReport.group.population.subjectResults","MeasureReport.group.population.subjectResults","","","",0,1,"","","","Reference {[]} {[CanonicalType[http://hl7.org/fhir/StructureDefinition/List]]}
","For subject-list reports, the subject results in this population","This element refers to a List of subject level MeasureReport resources, one for each subject in this population.","","","","","","","","","",,,,,"",,,,"MeasureReport.group.population.subjectResults",0,1,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"mADX-MeasureReport","MeasureReport.group.measureScore","MeasureReport.group.measureScore","","","",0,1,"","","Y","Quantity {[]} {[]}
","What score this group achieved","The measure score for this population group, calculated as appropriate for the measure type and scoring method, and based on the contents of the populations defined in the group.","","","","","","","","","",,,,,"",,,,"MeasureReport.group.measureScore",0,1,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"mADX-MeasureReport","MeasureReport.group.stratifier","MeasureReport.group.stratifier","","","",0,*,"Y","","","BackboneElement {[]} {[]}
","Stratification results","When a measure includes multiple stratifiers, there will be a stratifier group for each stratifier defined by the measure.","","","","","","","","","",,,,,"",,,,"MeasureReport.group.stratifier",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"mADX-MeasureReport","MeasureReport.group.stratifier.id","MeasureReport.group.stratifier.id","","","",0,1,"","","","string {[]} {[]}
","Unique id for inter-element referencing","Unique id for the element within a resource (for internal references). This may be any string value that does not contain spaces.","","","","","","","","","",,,,,"",,,,"Element.id",0,1,"",""
"mADX-MeasureReport","MeasureReport.group.stratifier.extension","MeasureReport.group.stratifier.extension","","extensions
user content","",0,*,"","","","Extension {[]} {[]}
","Additional content defined by implementations","May be used to represent additional information that is not part of the basic definition of the element. To make the use of extensions safe and manageable, there is a strict set of governance  applied to the definition and use of extensions. Though any implementer can define an extension, there is a set of requirements that SHALL be met as part of the definition of the extension.","There can be no stigma associated with the use of extensions by any application, project, or standard - regardless of the institution or jurisdiction that uses or defines the extensions.  The use of extensions is what allows the FHIR specification to retain a core level of simplicity for everyone.","","","","","","","","",,,,,"",,,,"Element.extension",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
ext-1:Must have either extensions or value[x], not both {extension.exists() != value.exists()}"
"mADX-MeasureReport","MeasureReport.group.stratifier.modifierExtension","MeasureReport.group.stratifier.modifierExtension","","extensions
user contentmodifiers","",0,*,"","Y","Y","Extension {[]} {[]}
","Extensions that cannot be ignored even if unrecognized","May be used to represent additional information that is not part of the basic definition of the element and that modifies the understanding of the element in which it is contained and/or the understanding of the containing element's descendants. Usually modifier elements provide negation or qualification. To make the use of extensions safe and manageable, there is a strict set of governance applied to the definition and use of extensions. Though any implementer can define an extension, there is a set of requirements that SHALL be met as part of the definition of the extension. Applications processing a resource are required to check for modifier extensions.

Modifier extensions SHALL NOT change the meaning of any elements on Resource or DomainResource (including cannot change the meaning of modifierExtension itself).","There can be no stigma associated with the use of extensions by any application, project, or standard - regardless of the institution or jurisdiction that uses or defines the extensions.  The use of extensions is what allows the FHIR specification to retain a core level of simplicity for everyone.","Modifier extensions allow for extensions that *cannot* be safely ignored to be clearly distinguished from the vast majority of extensions which can be safely ignored.  This promotes interoperability by eliminating the need for implementers to prohibit the presence of extensions. For further information, see the [definition of modifier extensions](http://hl7.org/fhir/R4/extensibility.html#modifierExtension).","","","","","","","",,,,,"",,,,"BackboneElement.modifierExtension",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
ext-1:Must have either extensions or value[x], not both {extension.exists() != value.exists()}"
"mADX-MeasureReport","MeasureReport.group.stratifier.code","MeasureReport.group.stratifier.code","","","",1,1,"","","","CodeableConcept {[]} {[]}
","Indicates the disaggregation criterion","The meaning of this stratifier, as defined in the measure definition.","","","","","","","","","",,,,,"",,,,"MeasureReport.group.stratifier.code",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"mADX-MeasureReport","MeasureReport.group.stratifier.stratum","MeasureReport.group.stratifier.stratum","","","",1,*,"","","","BackboneElement {[]} {[]}
","Stratum results, one for each unique value, or set of values, in the stratifier, or stratifier components","This element contains the results for a single stratum within the stratifier. For example, when stratifying on administrative gender, there will be four strata, one for each possible gender value.","","","","","","","","","",,,,,"",,,,"MeasureReport.group.stratifier.stratum",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"mADX-MeasureReport","MeasureReport.group.stratifier.stratum.id","MeasureReport.group.stratifier.stratum.id","","","",0,1,"","","","string {[]} {[]}
","Unique id for inter-element referencing","Unique id for the element within a resource (for internal references). This may be any string value that does not contain spaces.","","","","","","","","","",,,,,"",,,,"Element.id",0,1,"",""
"mADX-MeasureReport","MeasureReport.group.stratifier.stratum.extension","MeasureReport.group.stratifier.stratum.extension","","extensions
user content","",0,*,"","","","Extension {[]} {[]}
","Additional content defined by implementations","May be used to represent additional information that is not part of the basic definition of the element. To make the use of extensions safe and manageable, there is a strict set of governance  applied to the definition and use of extensions. Though any implementer can define an extension, there is a set of requirements that SHALL be met as part of the definition of the extension.","There can be no stigma associated with the use of extensions by any application, project, or standard - regardless of the institution or jurisdiction that uses or defines the extensions.  The use of extensions is what allows the FHIR specification to retain a core level of simplicity for everyone.","","","","","","","","",,,,,"",,,,"Element.extension",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
ext-1:Must have either extensions or value[x], not both {extension.exists() != value.exists()}"
"mADX-MeasureReport","MeasureReport.group.stratifier.stratum.modifierExtension","MeasureReport.group.stratifier.stratum.modifierExtension","","extensions
user contentmodifiers","",0,*,"","Y","Y","Extension {[]} {[]}
","Extensions that cannot be ignored even if unrecognized","May be used to represent additional information that is not part of the basic definition of the element and that modifies the understanding of the element in which it is contained and/or the understanding of the containing element's descendants. Usually modifier elements provide negation or qualification. To make the use of extensions safe and manageable, there is a strict set of governance applied to the definition and use of extensions. Though any implementer can define an extension, there is a set of requirements that SHALL be met as part of the definition of the extension. Applications processing a resource are required to check for modifier extensions.

Modifier extensions SHALL NOT change the meaning of any elements on Resource or DomainResource (including cannot change the meaning of modifierExtension itself).","There can be no stigma associated with the use of extensions by any application, project, or standard - regardless of the institution or jurisdiction that uses or defines the extensions.  The use of extensions is what allows the FHIR specification to retain a core level of simplicity for everyone.","Modifier extensions allow for extensions that *cannot* be safely ignored to be clearly distinguished from the vast majority of extensions which can be safely ignored.  This promotes interoperability by eliminating the need for implementers to prohibit the presence of extensions. For further information, see the [definition of modifier extensions](http://hl7.org/fhir/R4/extensibility.html#modifierExtension).","","","","","","","",,,,,"",,,,"BackboneElement.modifierExtension",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
ext-1:Must have either extensions or value[x], not both {extension.exists() != value.exists()}"
"mADX-MeasureReport","MeasureReport.group.stratifier.stratum.value","MeasureReport.group.stratifier.stratum.value","","","",0,1,"Y","","","CodeableConcept {[]} {[]}
","Represents a disaggregation value for the disaggregation criterion reported","The value for this stratum, expressed as a CodeableConcept. When defining stratifiers on complex values, the value must be rendered such that the value for each stratum within the stratifier is unique.","","","","","","","","","",,,,,"",,,,"MeasureReport.group.stratifier.stratum.value",0,1,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"mADX-MeasureReport","MeasureReport.group.stratifier.stratum.component","MeasureReport.group.stratifier.stratum.component","","","",0,*,"Y","","","BackboneElement {[]} {[]}
","Represents a disaggregation dimension for the disaggregation criterion reported","A stratifier component value.","","","","","","","","","",,,,,"",,,,"MeasureReport.group.stratifier.stratum.component",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"mADX-MeasureReport","MeasureReport.group.stratifier.stratum.component.id","MeasureReport.group.stratifier.stratum.component.id","","","",0,1,"","","","string {[]} {[]}
","Unique id for inter-element referencing","Unique id for the element within a resource (for internal references). This may be any string value that does not contain spaces.","","","","","","","","","",,,,,"",,,,"Element.id",0,1,"",""
"mADX-MeasureReport","MeasureReport.group.stratifier.stratum.component.extension","MeasureReport.group.stratifier.stratum.component.extension","","extensions
user content","",0,*,"","","","Extension {[]} {[]}
","Additional content defined by implementations","May be used to represent additional information that is not part of the basic definition of the element. To make the use of extensions safe and manageable, there is a strict set of governance  applied to the definition and use of extensions. Though any implementer can define an extension, there is a set of requirements that SHALL be met as part of the definition of the extension.","There can be no stigma associated with the use of extensions by any application, project, or standard - regardless of the institution or jurisdiction that uses or defines the extensions.  The use of extensions is what allows the FHIR specification to retain a core level of simplicity for everyone.","","","","","","","","",,,,,"",,,,"Element.extension",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
ext-1:Must have either extensions or value[x], not both {extension.exists() != value.exists()}"
"mADX-MeasureReport","MeasureReport.group.stratifier.stratum.component.modifierExtension","MeasureReport.group.stratifier.stratum.component.modifierExtension","","extensions
user contentmodifiers","",0,*,"","Y","Y","Extension {[]} {[]}
","Extensions that cannot be ignored even if unrecognized","May be used to represent additional information that is not part of the basic definition of the element and that modifies the understanding of the element in which it is contained and/or the understanding of the containing element's descendants. Usually modifier elements provide negation or qualification. To make the use of extensions safe and manageable, there is a strict set of governance applied to the definition and use of extensions. Though any implementer can define an extension, there is a set of requirements that SHALL be met as part of the definition of the extension. Applications processing a resource are required to check for modifier extensions.

Modifier extensions SHALL NOT change the meaning of any elements on Resource or DomainResource (including cannot change the meaning of modifierExtension itself).","There can be no stigma associated with the use of extensions by any application, project, or standard - regardless of the institution or jurisdiction that uses or defines the extensions.  The use of extensions is what allows the FHIR specification to retain a core level of simplicity for everyone.","Modifier extensions allow for extensions that *cannot* be safely ignored to be clearly distinguished from the vast majority of extensions which can be safely ignored.  This promotes interoperability by eliminating the need for implementers to prohibit the presence of extensions. For further information, see the [definition of modifier extensions](http://hl7.org/fhir/R4/extensibility.html#modifierExtension).","","","","","","","",,,,,"",,,,"BackboneElement.modifierExtension",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
ext-1:Must have either extensions or value[x], not both {extension.exists() != value.exists()}"
"mADX-MeasureReport","MeasureReport.group.stratifier.stratum.component.code","MeasureReport.group.stratifier.stratum.component.code","","","",1,1,"","","","CodeableConcept {[]} {[]}
","What stratifier component of the group","The code for the stratum component value.","","","","","","","","","",,,,,"",,,,"MeasureReport.group.stratifier.stratum.component.code",1,1,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"mADX-MeasureReport","MeasureReport.group.stratifier.stratum.component.value","MeasureReport.group.stratifier.stratum.component.value","","","",1,1,"","","","CodeableConcept {[]} {[]}
","The stratum component value, e.g. male","The stratum component value.","","","","","","","","","",,,,,"",,,,"MeasureReport.group.stratifier.stratum.component.value",1,1,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"mADX-MeasureReport","MeasureReport.group.stratifier.stratum.population","MeasureReport.group.stratifier.stratum.population","","","",0,*,"","","","BackboneElement {[]} {[]}
","Population results in this stratum","The populations that make up the stratum, one for each type of population appropriate to the measure.","","","","","","","","","",,,,,"",,,,"MeasureReport.group.stratifier.stratum.population",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"mADX-MeasureReport","MeasureReport.group.stratifier.stratum.population.id","MeasureReport.group.stratifier.stratum.population.id","","","",0,1,"","","","string {[]} {[]}
","Unique id for inter-element referencing","Unique id for the element within a resource (for internal references). This may be any string value that does not contain spaces.","","","","","","","","","",,,,,"",,,,"Element.id",0,1,"",""
"mADX-MeasureReport","MeasureReport.group.stratifier.stratum.population.extension","MeasureReport.group.stratifier.stratum.population.extension","","extensions
user content","",0,*,"","","","Extension {[]} {[]}
","Additional content defined by implementations","May be used to represent additional information that is not part of the basic definition of the element. To make the use of extensions safe and manageable, there is a strict set of governance  applied to the definition and use of extensions. Though any implementer can define an extension, there is a set of requirements that SHALL be met as part of the definition of the extension.","There can be no stigma associated with the use of extensions by any application, project, or standard - regardless of the institution or jurisdiction that uses or defines the extensions.  The use of extensions is what allows the FHIR specification to retain a core level of simplicity for everyone.","","","","","","","","",,,,,"",,,,"Element.extension",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
ext-1:Must have either extensions or value[x], not both {extension.exists() != value.exists()}"
"mADX-MeasureReport","MeasureReport.group.stratifier.stratum.population.modifierExtension","MeasureReport.group.stratifier.stratum.population.modifierExtension","","extensions
user contentmodifiers","",0,*,"","Y","Y","Extension {[]} {[]}
","Extensions that cannot be ignored even if unrecognized","May be used to represent additional information that is not part of the basic definition of the element and that modifies the understanding of the element in which it is contained and/or the understanding of the containing element's descendants. Usually modifier elements provide negation or qualification. To make the use of extensions safe and manageable, there is a strict set of governance applied to the definition and use of extensions. Though any implementer can define an extension, there is a set of requirements that SHALL be met as part of the definition of the extension. Applications processing a resource are required to check for modifier extensions.

Modifier extensions SHALL NOT change the meaning of any elements on Resource or DomainResource (including cannot change the meaning of modifierExtension itself).","There can be no stigma associated with the use of extensions by any application, project, or standard - regardless of the institution or jurisdiction that uses or defines the extensions.  The use of extensions is what allows the FHIR specification to retain a core level of simplicity for everyone.","Modifier extensions allow for extensions that *cannot* be safely ignored to be clearly distinguished from the vast majority of extensions which can be safely ignored.  This promotes interoperability by eliminating the need for implementers to prohibit the presence of extensions. For further information, see the [definition of modifier extensions](http://hl7.org/fhir/R4/extensibility.html#modifierExtension).","","","","","","","",,,,,"",,,,"BackboneElement.modifierExtension",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
ext-1:Must have either extensions or value[x], not both {extension.exists() != value.exists()}"
"mADX-MeasureReport","MeasureReport.group.stratifier.stratum.population.code","MeasureReport.group.stratifier.stratum.population.code","","","",0,1,"","","","CodeableConcept {[]} {[]}
","initial-population | numerator | numerator-exclusion | denominator | denominator-exclusion | denominator-exception | measure-population | measure-population-exclusion | measure-observation","The type of the population.","","","","","","","","","",,"extensible","The type of population (e.g. initial, numerator, denominator, etc.).","http://hl7.org/fhir/ValueSet/measure-population","",,,,"MeasureReport.group.stratifier.stratum.population.code",0,1,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"mADX-MeasureReport","MeasureReport.group.stratifier.stratum.population.count","MeasureReport.group.stratifier.stratum.population.count","","","",0,1,"","","","integer {[]} {[]}
","Size of the population","The number of members of the population in this stratum.","","","","","","","","","",,,,,"",,,,"MeasureReport.group.stratifier.stratum.population.count",0,1,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"mADX-MeasureReport","MeasureReport.group.stratifier.stratum.population.subjectResults","MeasureReport.group.stratifier.stratum.population.subjectResults","","","",0,1,"","","","Reference {[]} {[CanonicalType[http://hl7.org/fhir/StructureDefinition/List]]}
","For subject-list reports, the subject results in this population","This element refers to a List of subject level MeasureReport resources, one for each subject in this population in this stratum.","","","","","","","","","",,,,,"",,,,"MeasureReport.group.stratifier.stratum.population.subjectResults",0,1,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"mADX-MeasureReport","MeasureReport.group.stratifier.stratum.measureScore","MeasureReport.group.stratifier.stratum.measureScore","","","",1,1,"","","","Quantity {[]} {[]}
","The value that is reported","The measure score for this stratum, calculated as appropriate for the measure type and scoring method, and based on only the members of this stratum.","","","","","","","","","",,,,,"",,,,"MeasureReport.group.stratifier.stratum.measureScore",0,1,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"mADX-MeasureReport","MeasureReport.group.stratifier.stratum.measureScore.id","MeasureReport.group.stratifier.stratum.measureScore.id","","","",0,1,"","","","string {[]} {[]}
","Unique id for inter-element referencing","Unique id for the element within a resource (for internal references). This may be any string value that does not contain spaces.","","","","","","","","","",,,,,"",,,,"Element.id",0,1,"",""
"mADX-MeasureReport","MeasureReport.group.stratifier.stratum.measureScore.extension","MeasureReport.group.stratifier.stratum.measureScore.extension","","extensions
user content","",0,*,"","","","Extension {[]} {[]}
","Additional content defined by implementations","May be used to represent additional information that is not part of the basic definition of the element. To make the use of extensions safe and manageable, there is a strict set of governance  applied to the definition and use of extensions. Though any implementer can define an extension, there is a set of requirements that SHALL be met as part of the definition of the extension.","There can be no stigma associated with the use of extensions by any application, project, or standard - regardless of the institution or jurisdiction that uses or defines the extensions.  The use of extensions is what allows the FHIR specification to retain a core level of simplicity for everyone.","","","","","","","","",,,,,"","value:url}
","Extensions are always sliced by (at least) url",,"open","Element.extension",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
ext-1:Must have either extensions or value[x], not both {extension.exists() != value.exists()}"
"mADX-MeasureReport","MeasureReport.group.stratifier.stratum.measureScore.value","MeasureReport.group.stratifier.stratum.measureScore.value","","","",1,1,"","","Y","decimal {[]} {[]}
","The numeric value reported in the aggregate report","The value of the measured amount. The value includes an implicit precision in the presentation of the value.","The implicit precision in the value should always be honored. Monetary values have their own rules for handling precision (refer to standard accounting text books).","Precision is handled implicitly in almost all cases of measurement.","","","","","","","",,,,,"",,,,"Quantity.value",0,1,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"mADX-MeasureReport","MeasureReport.group.stratifier.stratum.measureScore.comparator","MeasureReport.group.stratifier.stratum.measureScore.comparator","","","",0,1,"","Y","Y","code {[]} {[]}
","< | <= | >= | > - how to understand the value","How the value should be understood and represented - whether the actual value is greater or less than the stated value due to measurement issues; e.g. if the comparator is ""<"" , then the real value is < stated value.","","Need a framework for handling measures where the value is <5ug/L or >400mg/L due to the limitations of measuring methodology.","","If there is no comparator, then there is no modification of the value","","","","","",,"required","How the Quantity should be understood and represented.","http://hl7.org/fhir/ValueSet/quantity-comparator|4.0.1","",,,,"Quantity.comparator",0,1,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"mADX-MeasureReport","MeasureReport.group.stratifier.stratum.measureScore.unit","MeasureReport.group.stratifier.stratum.measureScore.unit","","","",0,1,"","","Y","string {[]} {[]}
","Unit representation","A human-readable form of the unit.","","There are many representations for units of measure and in many contexts, particular representations are fixed and required. I.e. mcg for micrograms.","","","","","","","",,,,,"",,,,"Quantity.unit",0,1,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"mADX-MeasureReport","MeasureReport.group.stratifier.stratum.measureScore.system","MeasureReport.group.stratifier.stratum.measureScore.system","","","",0,1,"","","Y","uri {[]} {[]}
","System that defines coded unit form","The identification of the system that provides the coded form of the unit.","","Need to know the system that defines the coded form of the unit.","","","","","","","",,,,,"",,,,"Quantity.system",0,1,"qty-3
","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"mADX-MeasureReport","MeasureReport.group.stratifier.stratum.measureScore.code","MeasureReport.group.stratifier.stratum.measureScore.code","","","",0,1,"","","Y","code {[]} {[]}
","Coded form of the unit","A computer processable form of the unit in some unit representation system.","The preferred system is UCUM, but SNOMED CT can also be used (for customary units) or ISO 4217 for currency.  The context of use may additionally require a code from a particular system.","Need a computable form of the unit that is fixed across all forms. UCUM provides this for quantities, but SNOMED CT provides many units of interest.","","","","","","","",,,,,"",,,,"Quantity.code",0,1,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"mADX-MeasureReport","MeasureReport.evaluatedResource","MeasureReport.evaluatedResource","","","",0,*,"","","","Reference {[]} {[CanonicalType[http://hl7.org/fhir/StructureDefinition/Resource]]}
","What data was used to calculate the measure score","A reference to a Bundle containing the Resources that were used in the calculation of this measure.","","","","","","","","","",,,,,"",,,,"MeasureReport.evaluatedResource",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
